n_gen	99_mu	37_mu	60_mu	114_mu	18_mu	-1_mu	73_mu	-5_mu	-4_mu	-3_mu	-2_mu	99_sig	37_sig	60_sig	114_sig	18_sig	-1_sig	73_sig	-5_sig	-4_sig	-3_sig	-2_sig	node.brow_mean	node.current_brow_mean_ln_prior_density	ln_posterior	
7152000	50.676879	49.470929	48.733330	48.495801	48.485271	50.134798	50.722518	48.793712	49.845503	49.920482	49.845503	1.807007	2.653451	1.891876	2.197827	1.973989	2.281327	1.789454	2.197827	1.607149	1.935912	1.607149	16.833540	-0.932793	-6.367520	
7154000	49.141186	46.656750	49.845503	46.077187	49.836471	50.134798	48.065980	49.141186	50.691057	49.836471	49.845503	2.282319	2.134583	1.607149	2.240672	1.682292	2.281327	2.487348	1.717111	2.100778	1.847380	1.607149	17.480748	-1.034498	-8.452242	
7156000	49.218696	49.392881	50.800016	51.425971	49.068036	50.134798	51.955222	49.218696	50.800016	49.392881	49.845503	1.902178	1.641846	1.997221	1.805813	1.685537	2.281327	2.197441	2.508550	1.997221	1.623232	1.607149	19.321673	-3.614022	-7.110063	
7158000	48.731156	47.504069	50.134864	49.814838	50.019009	50.134798	50.615141	49.015248	50.777984	49.023184	49.845503	2.529581	1.841661	1.941558	2.677677	2.020562	2.281327	2.125462	2.529581	2.125462	1.760531	1.607149	18.006440	-1.425399	-8.720966	
7160000	50.700826	47.453776	50.697252	50.096412	48.474011	50.673418	50.040972	50.810626	50.603212	47.466124	48.844516	2.087777	1.646255	2.166682	1.861145	1.600700	1.688640	2.162887	1.805061	1.959053	1.655118	1.768377	17.514623	-1.051357	-2.580991	
7162000	49.828504	49.702104	48.742963	48.252126	49.799228	51.446257	50.911894	49.694556	49.036922	50.383219	49.953589	1.584687	1.804096	1.600253	1.554388	1.953964	1.688640	1.920460	1.584687	1.750317	1.804096	1.750317	16.079189	-1.342885	-9.471809	
7164000	50.369420	48.002414	49.637881	49.371055	48.395091	51.446257	50.339351	50.369420	50.316320	46.280012	49.953589	1.630488	2.173701	1.891094	1.790387	1.978036	1.688640	2.136514	1.630488	2.310005	2.173701	1.750317	15.858058	-1.570954	-8.815854	
7166000	50.387508	48.034496	48.686322	49.873735	47.362971	51.446257	50.230746	48.161508	50.230746	48.034496	49.953589	2.540502	1.998711	1.860705	2.430420	1.603162	1.688640	1.850369	2.315204	1.850369	1.998711	1.750317	17.901098	-1.324927	-8.371577	
7168000	47.192935	50.187565	49.545134	51.258416	49.868429	51.446257	49.626528	51.203051	49.545134	50.249050	49.953589	1.799694	1.645675	1.894620	1.648800	1.707106	1.688640	1.443098	1.799694	1.894620	1.645675	1.750317	17.583286	-1.089050	-12.140089	
7170000	49.829873	52.086053	50.510203	49.374854	51.130258	51.446257	50.648885	50.583773	51.507371	51.132047	50.934572	2.235381	1.869935	2.104633	2.059836	2.155671	1.688640	2.453779	2.205335	2.197483	2.192812	2.252014	18.526504	-2.084046	-6.345027	
7172000	50.870048	50.028782	48.477562	52.125357	52.488769	51.446257	48.074412	51.004124	50.656730	51.481250	51.180877	2.461243	1.715461	2.431835	1.858559	1.549104	1.688640	2.196779	2.782162	2.633558	1.647750	1.964037	18.122101	-1.548494	-4.330072	
7174000	50.870048	50.028782	48.477562	52.125357	52.488769	51.446257	48.074412	50.433719	50.261144	50.518398	51.180877	2.461243	1.715461	2.431835	1.858559	1.549104	1.688640	2.196779	2.782162	2.633558	1.647750	1.964037	14.738839	-3.475363	-4.702633	
7176000	51.193177	49.471075	48.179983	49.474595	51.016982	48.125337	48.326779	51.193177	48.179983	49.345937	51.268127	1.869797	2.253022	2.271917	2.141780	1.718784	2.290839	1.852830	1.869797	2.271917	2.253022	2.344719	14.973520	-2.972248	-12.905235	
7178000	49.804789	52.469937	48.338805	49.708763	50.992402	51.463241	49.808511	49.920562	48.578597	52.573567	51.446612	2.417410	2.108579	2.243749	2.073560	1.804291	1.785515	2.454118	1.598067	2.199557	1.924171	1.767631	16.882219	-0.925875	-2.754845	
7180000	48.197433	49.134608	53.060150	49.750578	53.929888	49.676867	50.862705	50.702881	50.680170	48.908479	50.692769	2.092449	2.208589	1.575829	2.244783	2.762281	1.741521	2.188909	2.136391	2.337109	2.448767	1.729684	16.007253	-1.411712	-5.831110	
7182000	49.742057	49.663777	51.266918	49.712107	50.660678	49.985648	51.949447	51.836147	52.117267	49.395914	49.451581	1.918117	1.692002	2.296418	1.597420	1.800469	1.584974	1.569722	1.918117	2.604655	1.807582	2.298519	18.327851	-1.800533	-7.593882	
7184000	50.775516	47.280154	49.045185	50.551517	50.744459	49.985648	51.043734	50.242728	49.045185	50.744459	49.045185	1.617947	1.860740	1.558433	1.830636	2.219896	1.584974	1.752973	1.617947	1.558433	2.219896	1.558433	13.929609	-5.632589	-12.384581	
7186000	49.606162	47.655044	49.076162	49.150104	48.924224	49.985648	49.464754	49.606162	52.025172	49.006832	49.435966	1.798384	2.605770	1.851713	2.113579	1.612459	1.584974	1.935023	1.798384	1.860967	1.504796	2.056902	17.213964	-0.941829	-2.958406	
7188000	48.835556	51.251393	49.480097	50.782150	50.968840	50.678668	50.694738	50.078104	51.117690	53.465048	50.678668	2.191134	2.251295	2.331225	1.757064	2.074981	1.986401	2.133742	1.757064	2.133742	2.073251	1.986401	17.711715	-1.172208	-7.511911	
7190000	49.871475	52.357389	51.622145	52.184857	53.013636	50.678668	49.041368	51.363168	49.609832	52.928203	50.678668	1.732400	2.059747	1.688071	1.994696	2.218604	1.986401	1.463542	2.154182	1.688071	2.312717	1.986401	17.629404	-1.117013	-10.120274	
7192000	50.234673	51.737312	50.559419	50.748365	47.903486	50.678668	50.150631	50.272700	51.369852	49.636268	50.678668	1.696232	2.327934	1.829795	1.722916	2.281538	1.986401	1.851928	1.614845	1.863212	2.072972	1.986401	17.162539	-0.932148	-10.131182	
7194000	50.223073	48.729274	50.132617	49.485514	50.190128	50.678668	50.221519	50.223073	49.901732	51.517260	50.678668	2.345184	1.386676	1.848692	1.651018	1.755777	1.986401	1.642110	2.345184	1.719918	2.396542	1.986401	18.571553	-2.153828	-8.128883	
7196000	50.483588	48.751201	49.863967	51.083205	48.677595	50.678668	49.630121	50.624000	49.863967	48.751201	50.678668	2.125771	2.075131	1.975048	2.327031	1.866728	1.986401	2.026379	2.301535	1.975048	2.075131	1.986401	16.049239	-1.370912	-5.856727	
7198000	50.627144	49.410616	51.941440	49.789865	48.515628	50.678668	50.367922	50.627144	50.731469	51.285126	50.678668	1.911433	1.970513	2.233384	2.075756	1.936189	1.986401	2.038026	1.911433	1.965292	2.132642	1.986401	15.478081	-2.077057	-4.047578	
7200000	48.287317	48.044405	51.004069	49.840054	49.904639	50.678668	49.123434	49.840054	50.795872	53.472841	50.795872	2.158247	1.540734	1.837278	1.992519	1.865587	1.986401	2.161744	2.315843	1.952038	2.160847	1.653111	16.673530	-0.972230	-2.128219	
7202000	48.287317	48.044405	49.129207	49.840054	49.904639	50.678668	50.795872	49.840054	50.795872	53.472841	50.795872	1.845442	1.540734	2.230256	1.777662	1.865587	1.986401	2.243199	2.315843	1.952038	2.223675	1.653111	16.418016	-1.088291	-3.772449	
7204000	49.993445	52.049276	51.093078	50.314279	52.366961	50.678668	49.435631	49.609929	51.034801	52.609012	53.413350	2.215170	1.743883	2.099738	2.796234	1.907930	1.986401	1.771111	2.354568	1.724559	1.993268	1.767521	17.118133	-0.925916	-10.233712	
7206000	49.299196	46.897938	50.082968	50.186108	50.545227	50.678668	50.715901	50.186108	50.715901	46.561433	50.715901	2.173070	2.080616	2.150873	1.554661	2.110291	1.986401	2.416375	1.554661	2.090153	2.168237	2.090153	17.919435	-1.341619	-6.972563	
7208000	51.228779	50.682675	50.614675	47.536783	50.208295	50.363459	51.124410	50.692449	48.914499	48.576110	46.745466	2.173070	2.020202	2.231234	2.031967	1.662844	1.473090	2.299644	1.505426	2.119520	2.393713	2.460627	17.718190	-1.176837	-0.546727	
7210000	50.061202	49.741440	50.806802	48.190108	48.318841	49.846151	51.075020	50.061202	50.806802	48.318841	49.846151	2.355595	1.985083	1.977799	2.003176	1.912306	2.490136	2.375035	1.626766	1.744317	1.912306	2.490136	17.438648	-1.015145	-1.002096	
7212000	50.323987	51.109699	49.417554	48.910265	50.078498	49.846151	49.651056	50.260197	49.669643	51.109699	49.846151	1.845708	1.877426	2.062389	1.761396	1.759442	2.490136	2.349669	1.845708	1.611382	2.023675	2.490136	17.719597	-1.177849	-7.509237	
7214000	50.573145	50.184419	50.578126	48.219681	49.111153	49.846151	51.270297	47.675623	50.838936	49.323589	49.323589	2.548930	2.022684	1.569016	1.416350	1.614731	2.490136	2.273184	2.571947	1.968346	2.078507	2.078507	18.675306	-2.322264	-9.813550	
7216000	49.874499	48.076856	49.032453	48.873183	48.195802	51.215658	50.136095	51.022189	50.136095	48.076856	50.136095	2.360496	1.971124	2.055759	2.010833	2.353522	1.962193	1.999951	1.962193	1.596730	1.948507	1.596730	19.414812	-3.834598	-7.067694	
7218000	50.512997	48.428939	49.727972	49.658371	48.844105	51.215658	51.534922	49.736291	49.056545	49.103849	50.136095	1.958296	1.983012	1.804105	1.692559	2.317356	1.962193	2.017614	2.066067	1.912149	1.912310	1.596730	18.524908	-2.081611	-6.745592	
7220000	50.468152	50.298298	50.529431	49.167764	51.423520	50.249183	51.483625	50.468152	50.529431	50.298298	50.372255	1.870414	1.690023	1.958227	2.251379	1.533011	2.375840	2.177435	1.870414	1.958227	1.690023	1.608176	18.175948	-1.610365	-9.099489	
7222000	49.632859	48.448362	48.935495	51.379741	49.083340	50.249183	50.846096	49.952046	48.825505	50.810825	50.372255	2.155343	1.980316	1.662489	1.876103	2.052498	2.375840	1.765754	1.705277	1.765754	2.052498	1.608176	17.445313	-1.018090	-8.050284	
7224000	50.851908	48.504652	48.530871	50.979751	47.631925	50.249183	48.167185	50.101956	48.530871	48.504652	48.530871	1.588785	1.950875	1.991300	2.706909	2.172471	2.375840	2.460607	2.133724	2.560017	1.665106	1.900096	16.825647	-0.934138	-2.387469	
7226000	50.851908	48.504652	48.530871	50.979751	47.631925	50.249183	48.167185	50.101956	48.530871	48.504652	48.530871	1.588785	2.465683	2.078736	2.706909	2.307870	2.375840	1.907653	2.368807	2.560017	1.665106	1.900096	17.101867	-0.924127	-4.667933	
7228000	50.981703	49.655925	49.118768	51.341488	49.856772	50.249183	51.524366	51.341488	49.772471	49.655925	48.530871	2.321535	2.551608	1.797050	1.885189	1.618841	2.375840	1.663642	1.885189	1.839951	2.551608	1.900096	16.893881	-0.924569	-4.992571	
7230000	49.174076	48.250803	50.635581	49.616065	49.026994	50.249183	50.496969	50.452379	50.691682	47.199734	50.691682	2.413866	1.728793	2.069328	1.778194	1.953123	2.375840	1.938423	2.413866	2.069328	1.882376	2.250728	17.847612	-1.278162	-9.844364	
7232000	47.767074	49.970291	50.119634	49.256017	49.753154	48.565635	51.042199	47.767074	47.429193	48.565635	48.565635	2.166404	2.315070	2.026667	1.829634	2.010736	2.000313	2.500885	1.983682	1.925348	2.000313	2.000313	18.285106	-1.744688	-2.895441	
7234000	47.767074	49.970291	49.552797	49.256017	49.753154	48.565635	47.429193	47.767074	47.429193	48.565635	48.565635	2.332815	2.315070	2.097579	1.829634	2.010736	2.000313	2.046272	1.983682	2.250391	2.066437	2.000313	15.502565	-2.040094	-3.701410	
7236000	50.109429	49.532164	49.552797	48.521142	48.565635	48.565635	47.429193	48.521142	50.328969	48.544478	50.328969	1.904692	1.991623	2.382798	2.424223	2.045849	2.000313	1.495968	2.424223	2.063757	1.604792	2.063757	15.658412	-1.818867	-9.342274	
7238000	50.284757	50.166108	48.651552	49.939336	50.170848	50.080157	49.259732	50.132205	50.672903	50.170848	50.080157	2.470510	2.604479	2.063757	1.826954	1.895126	1.895126	2.114968	1.865965	1.715557	1.895126	1.895126	16.348195	-1.131363	-3.019338	
7240000	50.403567	50.131898	50.704034	51.091163	52.114947	50.080157	51.653349	51.091163	51.206582	50.131898	50.080157	2.070190	2.098664	1.776991	1.909670	2.297953	1.895126	1.761662	1.909670	1.737277	2.098664	1.895126	17.360836	-0.984040	-8.048701	
7242000	50.185890	48.866256	50.352204	46.274289	50.608816	50.080157	49.461142	50.185890	50.439885	51.090436	50.080157	1.700181	1.857670	2.038783	1.972505	1.992529	1.895126	1.721826	1.700181	1.972899	1.857670	1.895126	14.264638	-4.660040	-15.028251	
7244000	49.579950	48.909853	48.366641	50.136721	48.743815	50.080157	48.168164	49.579950	48.366641	48.909853	50.080157	2.313904	1.692613	1.963795	1.852212	1.834281	1.895126	2.299038	2.313904	1.963795	1.692613	1.895126	17.372549	-0.988335	-5.586829	
7246000	50.432059	49.965777	51.578856	50.599689	49.249574	50.851169	52.466199	51.708614	51.262202	50.545027	49.436707	2.250584	2.150883	1.634670	1.466665	1.843205	1.920253	2.294778	2.807888	1.851086	1.840010	2.638175	18.345612	-1.824275	-7.691683	
7248000	50.976932	51.241286	51.578856	50.825190	47.419597	49.421011	52.466199	50.825190	51.604544	51.241286	51.241286	1.992523	2.039283	1.634670	2.475046	1.733203	2.165851	2.294778	2.165851	2.046056	1.935396	1.689541	15.325281	-2.321280	-5.267269	
7250000	50.049424	50.078383	49.838415	49.243310	49.167106	49.421011	51.566940	50.725331	49.899094	49.973581	49.899094	1.764919	1.767182	2.674955	1.611558	1.744591	2.165851	2.299749	1.764919	2.633671	2.105326	2.633671	15.313067	-2.341809	-4.326482	
7252000	51.189465	51.074567	49.617437	51.946263	52.835925	49.421011	51.151687	51.189465	47.302729	49.916269	49.646021	1.809943	2.132119	1.596730	2.183821	2.203658	2.165851	2.304594	1.809943	1.578078	2.132119	2.132119	16.989852	-0.918990	-17.177750	
7254000	48.625567	50.135248	51.534789	50.825742	48.830564	49.421011	50.105622	49.970947	50.355349	48.794541	49.646021	2.130425	1.279290	1.898556	1.970197	2.175199	2.165851	1.655113	1.849481	1.665400	2.175199	2.132119	18.274256	-1.730803	-9.334681	
7256000	49.918612	50.165042	49.796933	50.169507	50.361418	49.084625	49.776625	50.917488	49.934689	49.737494	50.602824	1.691891	2.230617	2.040585	2.096024	1.842468	2.515102	2.073355	1.691891	2.515102	2.230617	2.515102	17.285885	-0.959804	-3.180069	
7258000	48.927727	50.011351	50.821264	49.531164	51.324133	49.084625	51.876584	49.915799	50.777388	50.108713	51.445599	2.022178	1.711097	1.968269	1.534691	2.096917	2.515102	2.436948	1.601897	1.769225	2.040948	2.479022	17.846795	-1.277469	-5.185532	
7260000	48.032953	50.349140	52.104310	50.974363	52.020562	49.084625	50.627233	48.032953	52.104310	52.322795	50.349140	2.081316	2.674118	1.922810	2.027123	1.735299	2.515102	1.764857	1.776605	1.922810	1.515759	2.130155	15.531864	-1.996651	-8.704266	
7262000	49.034734	49.413597	50.489586	51.225281	50.198803	49.084625	48.700953	49.228592	50.476481	50.714250	50.349140	1.698085	1.679903	1.918678	2.284394	1.871471	2.515102	2.547004	2.120297	1.918678	1.871471	2.130155	18.097085	-1.520736	-4.884984	
7264000	50.065449	49.790171	50.280938	49.095116	50.552524	49.084625	49.124400	49.747696	50.535176	49.929430	52.162615	2.297989	2.205418	1.645106	1.913058	2.420499	2.515102	1.620245	1.911490	1.645106	2.420499	1.865815	17.592880	-1.094692	-5.610264	
7266000	51.487439	49.228158	49.590109	49.287276	49.220412	51.084968	49.625975	49.653009	49.590109	49.069482	49.864065	1.809156	1.889351	1.596540	1.960924	2.285243	2.267345	1.764659	1.809156	1.596540	1.920692	1.823374	17.141164	-0.928902	-7.387453	
7268000	48.771178	50.507898	49.872943	47.925546	50.517876	51.084968	49.820563	48.771178	49.872943	50.507898	49.864065	1.770420	1.689365	2.029453	1.943480	2.190025	2.267345	2.315487	1.770420	2.048650	1.689365	1.823374	16.672575	-0.972542	-5.916147	
7270000	49.824274	49.305988	48.862718	49.438239	51.188364	50.703028	50.171322	49.593384	50.411176	51.250825	50.703028	2.191295	1.791808	2.074839	1.658187	1.923456	1.810239	1.900922	1.898570	2.050749	1.791808	1.810239	16.490265	-1.048853	-4.679239	
7272000	48.444343	49.353575	49.408634	49.748774	50.840468	50.703028	49.704149	50.984800	49.554650	49.318491	51.038650	1.710791	1.682357	2.133912	2.153401	2.006980	1.810239	2.215337	2.246074	2.249089	1.652356	1.662516	15.633078	-1.853176	-7.221683	
7274000	48.625307	50.120929	51.639568	49.494615	50.731369	51.150310	47.886090	47.524183	48.841451	50.120929	51.150310	2.158999	1.859975	1.636388	1.779287	2.182174	2.128583	2.396525	1.800603	2.248752	1.859975	2.128583	16.782221	-0.942652	-7.775954	
7276000	51.970393	47.809570	50.505332	51.362680	48.278145	49.775890	49.537765	51.630107	50.505332	48.092022	49.547792	1.895311	1.642464	1.895320	2.269952	1.783993	2.061337	2.059630	2.402545	1.895320	1.626763	2.196925	17.431320	-1.011957	-10.187401	
7278000	50.466637	48.506620	50.970561	50.812235	50.217629	49.775890	49.008895	50.579976	51.427790	50.001656	51.427790	2.298128	1.842852	2.325516	2.581768	1.917645	2.061337	2.349850	2.581768	1.733299	1.930751	1.733299	17.390393	-0.995142	-7.823054	
7280000	48.902794	50.375328	48.987412	50.021682	51.687184	50.473014	49.693413	48.212018	48.631128	47.931677	48.631128	2.253158	2.193484	1.794972	2.285256	2.292428	1.991772	1.954616	2.264393	1.943370	2.521147	1.943370	16.627696	-0.988244	-10.168075	
7282000	49.724580	50.613367	50.553061	50.623672	52.049658	50.623672	50.533251	50.623672	49.894979	52.049658	52.049658	1.871768	1.923279	2.145579	1.755445	1.656211	2.196109	2.269081	2.196109	2.178656	1.656211	2.106564	15.996522	-1.422422	-2.035879	
7284000	50.587940	50.141594	50.647053	49.233667	48.737810	50.743276	51.848378	49.233667	50.647053	49.545175	50.743276	2.204893	2.730182	1.927693	1.821112	1.942072	1.667815	1.952267	1.821112	1.927693	2.730182	1.667815	18.001716	-1.420656	-12.104310	
7286000	49.996502	51.743551	49.242520	51.697337	52.186224	50.743276	50.963608	50.147392	49.453194	48.800376	50.091848	2.245881	1.972186	2.102681	1.981414	2.082416	1.667815	1.683313	1.827671	1.859311	1.844058	1.860581	16.234359	-1.212041	0.042522	
7288000	51.810550	49.564814	49.782196	49.737564	50.422559	50.743276	51.681450	48.708242	50.492054	49.564814	48.289504	1.713698	2.554216	1.865713	2.361323	1.976735	1.667815	2.191357	1.713698	2.218591	2.554216	1.837219	15.994374	-1.424580	-7.037263	
7290000	49.358665	51.490556	51.100832	50.936446	50.380253	50.743276	51.148232	50.147882	50.944356	51.516250	50.902072	1.795127	2.069789	1.925844	2.515258	2.090632	1.667815	2.594147	2.589982	1.948719	1.952412	1.956055	16.973971	-0.919277	-5.396138	
7292000	51.651391	49.756291	50.228910	49.226125	49.785557	48.673410	49.776609	48.538808	49.007397	49.929929	48.811643	1.729888	1.840794	1.799454	1.971432	1.501840	1.910814	1.920816	1.941921	2.269019	1.861435	2.132769	16.372465	-1.115838	-8.014628	
7294000	51.037228	49.465561	51.101856	51.178344	49.501004	48.673410	48.532550	49.420997	49.247733	49.374249	50.234429	1.499347	1.859352	2.093193	2.375999	1.808783	1.910814	2.305762	1.445601	1.671048	1.682552	1.882170	16.584011	-1.005462	-4.644984	
7296000	51.267241	52.791880	49.724517	49.348687	49.566165	48.673410	50.511530	51.678305	50.423303	53.934684	50.234429	2.187161	1.606348	2.151509	1.522296	2.452057	1.910814	1.574405	2.636353	2.211030	1.562469	1.882170	16.758807	-0.948025	-11.246998	
7298000	50.730312	52.791880	49.583539	50.377879	49.566165	49.124268	49.319339	51.302533	47.555293	49.216107	49.216107	2.012606	1.606348	2.211030	2.022742	2.452057	2.102090	1.689247	2.022742	2.063551	2.115801	2.115801	17.645780	-1.127454	-2.088447	
7300000	48.152989	50.015975	51.432743	49.326407	48.754448	49.124268	51.041752	49.326407	51.258907	50.034625	49.216107	1.860538	2.056344	2.246908	1.782061	2.056774	2.102090	2.021133	1.782061	2.284029	2.056774	2.115801	15.829189	-1.604338	-7.741116	
7302000	49.575674	49.453411	47.546338	48.148470	49.300127	49.124268	47.911443	49.378710	47.911443	49.300127	49.216107	1.755471	2.089644	2.256832	2.030107	2.017572	2.102090	2.222487	2.170894	2.222487	2.017572	2.115801	17.735314	-1.189282	-9.408423	
7304000	51.398670	49.746883	49.609727	49.441880	51.064930	49.124268	49.811209	51.003355	50.481841	51.064930	49.581552	1.822638	1.751545	2.121551	1.657888	2.133167	2.102090	2.022945	1.822638	2.022945	2.133167	1.787367	18.712110	-2.384599	-8.762942	
7306000	48.605521	49.833791	54.384239	51.189568	49.818937	49.124268	49.764116	50.572649	47.004902	49.709115	49.581552	2.067639	1.966841	2.590260	1.768148	2.585561	2.102090	1.947214	1.557493	2.031206	1.966841	1.787367	18.037444	-1.457083	-6.634655	
7308000	50.183007	50.309431	51.514823	47.101024	50.052477	49.124268	50.286767	51.665410	50.182738	50.314100	49.581552	1.557493	1.966841	2.031206	1.882718	2.585561	2.102090	2.236783	2.623334	2.031206	1.900055	1.787367	15.494186	-2.052676	-6.094221	
7310000	50.240144	48.939540	50.589178	50.917873	49.173825	49.124268	51.639521	50.240144	50.589178	49.192453	49.835730	2.063845	1.448713	1.670544	1.678172	2.536190	2.102090	2.053833	2.063845	2.236538	1.866363	2.236538	15.783639	-1.658705	-4.595985	
7312000	50.933871	48.729648	46.869356	52.934263	48.669380	49.124268	50.489174	50.933871	49.951835	48.729648	50.304319	1.705694	2.082604	1.983554	2.342418	1.635166	2.102090	3.158064	2.355433	1.723625	2.082604	2.448186	17.862532	-1.290920	-14.288178	
7314000	50.357120	53.553234	50.734732	49.816097	52.599888	49.816097	49.345604	49.816097	50.175285	52.527820	51.071211	2.823311	2.567591	2.303454	2.189169	2.313126	2.189169	1.836389	2.189169	2.195525	1.662228	2.382160	14.512210	-4.013488	-13.843501	
7316000	49.807871	49.976263	50.630822	51.338510	50.916906	49.816097	49.570707	49.607827	50.630822	50.646237	51.071211	2.195568	2.326272	2.094651	1.727127	1.618105	2.189169	2.123776	1.737565	2.094651	2.266548	2.382160	15.703787	-1.759023	-8.257985	
7318000	51.181917	50.173945	50.512208	51.339217	51.098251	49.816097	49.735501	49.704328	50.334389	51.169923	51.071211	1.780594	1.676982	1.827724	2.340822	1.695011	2.189169	1.856286	1.780594	2.362159	2.140875	2.382160	16.794577	-0.940038	-7.994667	
7320000	48.346111	49.962350	51.447004	49.808425	49.475426	49.816097	51.055425	49.808425	51.055425	49.475426	49.378326	2.150572	2.021424	2.499739	2.324616	2.248144	2.189169	2.542889	2.324616	2.542889	2.057700	1.761985	16.071619	-1.349884	-5.476664	
7322000	50.243995	47.213346	49.380085	50.747836	48.643279	50.243995	49.090579	50.243995	48.947678	48.643279	48.947678	1.911364	1.871800	1.581246	1.962912	1.885809	1.911364	1.711007	1.911364	2.624829	1.885809	2.624829	16.798052	-0.939330	-4.736399	
7324000	50.733988	49.286964	50.436221	51.630046	49.220719	50.243995	51.344084	48.591033	50.149854	50.537752	48.947678	2.254347	1.485281	1.730380	1.844843	1.733762	1.911364	1.898835	1.873142	1.872824	1.653928	2.624829	16.942630	-0.920584	-3.395729	
7326000	50.519871	49.460568	50.845685	49.517537	49.847499	50.243995	50.466866	50.487896	50.845685	49.314770	48.947678	1.739143	2.067932	1.764959	1.941706	2.201393	1.911364	2.152733	1.882589	1.764959	2.067932	2.624829	18.258120	-1.710371	-5.905943	
7328000	50.782239	49.835535	49.298648	48.971601	49.034132	50.243995	48.014223	50.648714	49.123579	50.447174	49.861518	1.856251	2.033918	1.930156	2.286625	2.185574	1.911364	1.936865	1.692531	1.930156	2.229621	2.229621	17.679404	-1.149733	-6.712305	
7330000	47.520126	49.928341	49.298648	50.227544	50.487421	50.243995	48.014223	50.227544	49.123579	50.487421	49.861518	1.468461	1.462400	1.930156	1.606545	2.124293	1.911364	2.077432	1.606545	1.930156	2.124293	2.229621	16.453756	-1.068130	-5.155365	
7332000	50.856339	50.264072	51.085586	48.959429	47.517913	50.243995	49.359259	50.856339	48.912021	48.477057	49.861518	2.005107	2.090838	2.412741	2.011507	2.033014	1.911364	2.418155	2.005107	2.412741	2.165283	2.229621	17.094699	-0.923422	-6.429569	
7334000	50.221846	49.687784	50.758691	52.358317	51.163786	49.848613	49.195573	50.029837	49.343995	50.956363	48.043922	2.342118	2.005323	2.395488	1.729079	2.213816	2.072469	2.099259	2.470024	2.099259	2.005323	2.115849	17.156613	-0.931202	-6.223649	
7336000	49.817790	51.228118	52.021526	50.206154	48.574134	49.848613	50.204458	50.042678	50.204458	51.021061	51.021061	1.810850	1.937094	1.555046	1.957609	1.810788	2.072469	1.750444	1.957609	1.750444	1.987084	2.156098	17.117640	-0.925858	-5.461655	
7338000	49.792863	51.183035	49.802274	50.130637	52.928893	49.848613	49.166103	48.633736	49.628677	52.555341	50.922290	2.489730	1.930289	2.800380	2.455601	1.852438	2.072469	2.286508	2.489458	2.858493	2.206924	1.805427	17.070992	-0.921458	-5.773576	
7340000	50.026078	48.146519	49.303414	48.562592	50.606620	49.848613	48.506523	49.265496	49.579108	49.657647	50.922290	2.208750	1.982685	1.877648	2.549544	2.171107	2.072469	2.230971	2.196381	2.230971	2.092290	1.805427	16.777388	-0.943717	-5.065482	
7342000	53.223162	49.628390	51.143401	50.795046	48.084540	50.403884	49.054000	50.790228	50.234563	50.846380	50.856947	1.985166	1.713259	1.877648	1.922591	2.092290	1.933034	1.801686	1.933034	2.843182	1.656547	1.656547	16.979198	-0.919155	-5.479929	
7344000	47.849612	51.104754	49.960529	47.795058	51.684934	49.389222	50.263365	47.304468	50.040834	50.708489	51.888264	2.269229	1.942324	2.205391	1.926512	1.639181	1.613860	2.001932	2.298286	1.747372	2.068461	1.703545	15.937854	-1.483016	-3.984367	
7346000	51.372687	49.529243	48.670852	48.820585	49.089905	48.617575	51.041353	50.046629	49.203141	48.986327	50.040804	1.599359	2.128949	2.087991	1.638262	1.606063	1.613860	2.359594	1.477262	2.087991	1.606063	1.795414	18.074705	-1.496434	-7.686516	
7348000	52.189412	49.384422	49.450484	50.835857	49.658065	48.617575	48.598892	50.835857	49.521144	49.384422	48.633659	1.660224	2.287133	1.929279	2.390435	2.101544	1.613860	2.120772	2.390435	1.725408	2.287133	1.963825	15.856304	-1.572959	-5.991057	
7350000	50.186180	47.987265	50.218537	48.529242	50.172570	50.383651	50.383651	50.186180	49.326478	50.764128	48.873689	2.263485	2.162772	2.291020	2.330157	1.722437	1.750341	1.726513	2.263485	2.270129	2.163675	1.792897	17.480785	-1.034516	-6.150752	
7352000	47.855502	49.106841	50.810029	49.945301	51.758671	50.383651	50.555393	51.065269	50.555393	50.713033	50.713033	1.872396	1.887252	1.620366	2.338795	1.991827	1.750341	2.003196	1.898316	2.003196	1.851476	1.851476	16.450738	-1.069783	-5.598599	
7354000	49.237947	49.161274	48.921752	49.706700	52.136087	50.383651	49.709976	49.706700	51.043861	49.161274	49.059799	1.708149	2.158889	1.848003	2.029237	1.833832	1.750341	2.479327	2.023509	1.905195	2.158889	2.158889	16.932757	-0.921199	-7.206802	
7356000	49.984877	49.375047	49.872939	50.933205	51.218380	50.383651	48.959553	49.984877	49.872939	51.199037	50.208009	1.841738	1.749196	2.336816	1.986297	1.981440	1.750341	2.249392	1.841738	2.336816	1.981440	2.151729	18.152514	-1.583083	-7.989323	
7358000	49.857020	49.893188	50.505789	50.003986	48.509477	50.383651	50.861807	50.003986	50.837074	50.689242	50.208009	2.100147	2.182377	1.842791	2.227801	1.788097	1.750341	1.948187	2.227801	1.948187	2.213378	2.151729	15.014069	-2.890900	-6.514612	
